uid,mid,date_watched
3386,21696,2023-11-18
8556,17772,2024-03-12
726,4275,2024-07-04
1000,35054,2024-05-07
11758,7046,2023-10-03
11540,29715,2023-12-20
2109,34387,2023-08-26
9928,43748,2023-10-10
7991,8563,2023-12-16
299,27760,2023-09-08
676,12027,2024-06-02
5770,40612,2023-08-18
9127,31590,2024-06-11
5442,42664,2023-07-05
10006,31739,2024-01-18
2738,26845,2024-01-18
8112,23448,2023-12-26
2392,24880,2023-08-26
969,11967,2024-01-02
5655,17733,2023-09-30
784,5290,2024-04-17
4095,20013,2024-02-12
11428,18813,2023-10-20
9709,35802,2023-11-25
766,41629,2024-03-25
8022,40582,2024-01-19
1266,23093,2024-06-29
5686,25106,2024-06-12
12013,14295,2024-06-22
9230,3622,2023-08-25
6437,32443,2024-04-26
1544,21700,2024-05-11
12024,2348,2024-01-01
2634,29487,2023-08-23
4054,17111,2023-08-06
13278,4924,2024-01-27
6380,15612,2024-04-18
5527,19200,2024-03-26
4355,9067,2024-06-15
2456,36048,2024-02-05
6259,26755,2024-02-13
13488,36576,2024-06-22
11939,24261,2024-01-27
3765,16992,2024-04-23
1848,22554,2023-07-01
8195,24175,2023-07-23
10639,21958,2024-04-09
2033,635,2024-01-04
8657,29882,2023-07-18
6071,12772,2023-08-18
13235,18299,2023-08-16
12766,14341,2023-10-23
10218,33357,2023-08-08
6683,36000,2024-02-02
8711,6352,2024-01-26
6399,3839,2024-03-18
7440,1974,2024-01-27
13011,37813,2023-08-22
7970,10248,2024-04-06
9181,31656,2024-06-19
6728,43040,2024-05-16
692,6684,2023-11-10
3157,11245,2024-03-20
2431,29059,2024-04-20
12975,39552,2023-10-19
9974,38363,2023-08-12
667,28372,2024-06-02
7616,3823,2024-02-23
6266,28879,2024-03-03
7192,36158,2023-07-04
2185,5915,2024-06-28
6661,18165,2024-06-13
11956,27181,2024-06-14
12559,3689,2024-05-07
4719,14684,2023-12-20
1728,13081,2024-01-09
13348,30954,2023-07-03
1612,9917,2024-04-03
12580,29678,2023-08-25
10944,27361,2024-03-30
3743,37806,2023-12-23
13235,13454,2023-10-24
11875,22704,2023-09-22
1632,8641,2023-12-06
13463,29264,2024-04-11
3232,32850,2023-09-18
7080,39047,2023-09-04
192,16079,2024-01-25
11502,23384,2023-07-10
12817,15537,2024-01-15
13019,7411,2023-08-28
3845,15927,2024-02-19
11444,34249,2024-05-02
12970,31160,2024-02-29
8630,42040,2023-08-23
8269,36367,2024-06-01
8198,40762,2023-07-09
5508,29091,2023-10-09
4761,20568,2024-04-20
705,43664,2024-01-19
1822,15368,2023-11-30
10577,40413,2023-10-18
1949,35368,2024-05-17
10895,5814,2024-03-22
5150,36622,2024-07-07
10366,34270,2023-11-29
2419,41191,2023-09-21
12914,40319,2023-11-11
9464,37019,2024-05-21
9378,39760,2023-12-07
13266,16499,2023-08-08
5869,25990,2023-12-23
6614,37175,2023-07-13
11078,25569,2024-05-10
1844,1042,2023-09-05
10962,39696,2024-03-04
876,30100,2023-08-10
7643,24365,2023-12-31
11335,40640,2023-08-04
6918,39144,2024-06-01
2200,23483,2024-04-15
3962,3677,2023-09-14
7288,21782,2023-09-08
5071,30049,2024-02-19
12829,3066,2023-07-11
2208,2037,2024-07-02
5974,35815,2024-04-08
13660,16925,2024-04-29
4065,32845,2023-07-24
10278,16408,2024-03-30
9354,21519,2023-07-27
7359,17060,2023-08-23
1672,23053,2023-08-24
9298,4268,2024-02-18
2369,5989,2024-04-02
4964,27975,2024-07-05
10101,24037,2023-10-28
6839,8681,2024-02-10
2521,1486,2023-08-27
13584,14714,2024-03-11
5641,20044,2023-12-23
6947,2420,2023-08-23
12689,36264,2023-11-23
13161,17141,2024-03-15
2646,43485,2023-11-29
6506,12962,2024-03-18
11944,43076,2023-07-19
102,6488,2024-06-06
8182,31111,2024-07-05
2650,42433,2023-12-18
570,16361,2024-01-13
5511,36844,2023-09-11
10498,24883,2024-04-28
8771,17503,2023-09-23
7334,7632,2024-04-09
6805,3018,2024-04-27
5095,20726,2023-11-09
4749,24763,2023-10-28
8173,785,2024-02-01
6158,28021,2023-11-13
2380,38460,2023-10-24
5318,15766,2023-08-30
13616,31128,2023-07-17
7066,3197,2023-08-03
12850,9553,2023-07-20
3620,41301,2024-01-24
11626,31922,2023-12-09
2917,4747,2024-04-24
5038,3000,2023-07-10
6625,44071,2023-10-02
11211,15596,2024-07-05
353,22064,2024-06-30
377,6201,2023-10-15
1993,38165,2023-10-13
4230,23378,2023-09-09
6724,13411,2023-09-22
11263,3599,2024-01-25
10554,10565,2024-03-15
3295,30899,2024-02-24
5205,20599,2024-04-27
7262,40405,2024-02-17
707,17863,2024-04-07
782,10266,2024-01-22
3785,9706,2024-03-20
8899,25545,2024-05-06
2402,14299,2024-06-11
7228,32671,2024-01-01
11300,42472,2023-10-22
6604,40935,2023-09-17
10068,6051,2024-06-21
6001,43953,2024-06-06
2686,21035,2024-04-26
10983,8485,2023-08-19
13930,31324,2024-05-15
12245,20797,2023-10-03
7278,29070,2024-03-14
5343,21828,2024-06-15
8861,35362,2023-08-31
10197,10316,2023-11-19
5203,26520,2024-05-25
3699,9108,2024-02-07
764,3870,2024-06-20
4459,15448,2023-10-19
7424,27371,2023-10-12
1378,7972,2023-07-15
1018,31270,2024-03-26
1220,25652,2023-12-06
1624,35758,2023-12-04
9881,23447,2023-07-27
8533,38109,2023-09-23
3806,9644,2023-07-09
8099,3824,2024-04-01
9847,13455,2024-02-12
6369,3933,2024-01-02
10687,10221,2023-09-17
10530,8555,2024-02-01
3959,2430,2023-08-26
10226,28209,2023-11-21
13312,7445,2024-06-20
7928,10511,2024-05-26
11356,44046,2023-09-05
6883,10538,2024-03-31
321,7148,2023-10-13
11834,40400,2024-01-04
359,3599,2023-12-11
9682,37098,2024-03-23
11844,6719,2023-08-20
13840,42692,2023-11-03
740,13783,2023-09-18
7639,52,2023-12-30
13801,16703,2024-05-05
5664,10185,2023-07-17
3085,12469,2023-12-17
13770,22073,2024-04-05
10186,15480,2024-04-29
2599,28468,2024-06-04
11059,23403,2024-01-30
13632,7211,2024-01-14
13364,36725,2023-07-07
9441,6058,2023-07-11
682,30917,2023-07-12
12858,27269,2023-10-18
10108,43979,2023-11-10
9272,23260,2023-11-05
4174,13865,2023-11-25
3443,34294,2023-08-23
6394,7044,2024-05-06
3926,41474,2023-09-17
9528,38894,2024-06-10
8476,40643,2023-10-05
13823,12530,2024-03-05
9267,30869,2023-11-04
9985,26310,2023-07-30
1810,23285,2023-07-24
10880,35269,2024-01-17
12423,3465,2023-11-08
6545,18644,2023-10-30
13325,29266,2024-06-20
12720,15955,2024-05-22
5528,23881,2023-11-27
1193,19044,2023-07-14
7191,256,2024-04-29
2421,1503,2023-07-29
11534,4657,2023-08-19
9182,10303,2024-02-25
6511,5431,2024-04-08
7075,41367,2024-05-30
6858,27426,2024-06-16
1769,1861,2023-12-03
11196,6159,2023-11-14
8045,5807,2024-05-22
9217,20739,2024-05-31
12671,17107,2023-12-01
9010,9475,2023-09-19
11227,16998,2023-09-25
6144,32600,2024-03-20
1184,5791,2024-03-14
4673,10171,2024-01-01
9222,9005,2023-12-27
10582,42747,2024-01-02
250,25793,2023-10-31
9357,30217,2023-10-04
2053,7233,2023-10-01
10788,12675,2023-07-03
6439,16053,2023-07-02
5874,5914,2024-07-05
12506,27914,2024-04-30
6239,10568,2024-06-21
5158,38380,2023-11-25
3925,9433,2024-04-10
9141,320,2023-11-22
8926,24470,2024-05-25
10525,26491,2024-06-25
9889,20585,2024-03-18
6754,4792,2023-08-31
536,31737,2024-02-11
6135,330,2023-07-31
6020,8852,2024-01-06
7453,44079,2024-03-24
4723,23127,2023-07-12
6465,21301,2024-01-07
9623,10165,2023-07-25
11987,24510,2023-09-29
1043,5704,2023-09-26
11660,27110,2024-05-27
8274,43418,2024-03-30
6210,22555,2024-04-26
554,27677,2023-10-19
7663,23805,2023-09-18
4741,36924,2024-05-19
487,29803,2023-11-17
12225,24796,2024-01-30
1882,2612,2023-07-18
13227,22076,2023-08-23
7469,16480,2024-07-02
10544,9181,2023-10-05
1233,9305,2024-04-08
12095,14611,2024-02-19
4836,8438,2024-02-25
7513,43119,2024-05-29
6457,12522,2024-06-08
2549,24029,2023-08-23
9753,39329,2023-09-25
3769,27302,2024-03-17
1472,38016,2024-02-21
6796,21741,2023-10-31
2692,36846,2023-08-23
236,21283,2024-02-01
2754,10859,2024-01-13
4691,43715,2023-08-08
9126,15187,2024-06-29
11905,34186,2024-02-13
5756,31195,2024-02-22
6237,25231,2023-11-09
12204,27019,2024-05-25
5721,24666,2024-05-16
8882,41723,2023-12-15
10191,40160,2023-08-06
8567,43140,2023-09-05
518,21517,2023-10-19
7094,35273,2024-02-04
12652,24674,2024-01-25
4344,5240,2023-09-25
1845,26416,2024-04-28
4852,37889,2023-12-26
2062,27196,2023-07-13
4183,39162,2024-04-25
4273,29324,2023-11-02
7884,34965,2024-02-18
3041,36235,2024-03-07
9736,30764,2023-11-03
5489,34675,2024-02-20
7975,18106,2023-11-15
10618,29740,2023-08-18
5170,31970,2024-01-02
10507,14498,2024-01-21
12076,1817,2023-09-16
7325,26484,2024-01-10
11097,43482,2023-10-11
13781,22160,2023-10-13
13015,3850,2024-04-12
1626,21613,2024-05-19
13169,39618,2024-01-27
3085,33827,2024-03-06
7250,18707,2024-04-18
4588,24564,2024-01-17
9430,4360,2023-07-24
1028,30670,2024-04-25
1555,12810,2023-09-21
2818,38429,2024-04-22
10799,29455,2023-12-26
380,7255,2024-04-23
359,24786,2024-06-28
10654,2094,2024-01-22
6911,40986,2023-08-09
11734,32010,2024-04-29
13609,16559,2023-10-21
13203,17719,2024-06-04
1857,16706,2023-07-04
11335,22083,2023-10-16
10668,12343,2024-05-11
10556,12240,2023-10-22
135,32275,2023-12-14
5922,11420,2024-03-17
8354,42833,2023-10-14
1082,15004,2024-02-09
7899,30867,2024-03-18
7884,21989,2024-03-07
5812,43028,2023-07-14
12295,24909,2024-01-14
3293,5675,2023-11-03
5469,5003,2024-01-22
4885,27568,2023-11-17
7278,911,2023-08-31
2619,29073,2024-04-08
9372,33718,2023-08-23
2574,21810,2024-06-10
9980,26652,2023-07-12
10602,43990,2023-11-13
5249,16485,2024-05-25
873,4647,2023-11-21
12876,39714,2024-04-07
9872,2401,2023-11-13
1587,22186,2024-04-26
755,18728,2024-02-06
1443,33121,2024-06-04
13710,1019,2024-01-25
9586,17564,2024-06-23
12227,5194,2023-10-31
10273,15702,2023-10-24
7946,3537,2023-12-04
7251,18887,2024-03-26
2139,36588,2023-07-17
7463,29411,2024-03-25
3611,33745,2024-06-13
13730,38666,2024-02-04
9345,15958,2024-05-14
9263,32876,2024-02-23
4672,1627,2023-08-02
822,25280,2024-04-10
10814,6230,2023-08-06
11423,6878,2023-10-11
13414,33643,2024-01-27
7563,38312,2024-04-05
437,32357,2023-11-19
1542,3810,2024-02-24
10666,43372,2024-02-14
6676,34876,2023-11-10
11946,9466,2023-11-02
6412,560,2023-08-22
621,8309,2023-09-26
10183,21354,2023-10-06
13041,15251,2024-07-04
10360,35815,2023-10-03
13202,16428,2024-01-04
6843,33277,2024-03-12
500,6108,2023-09-11
8081,13477,2024-06-26
9860,3440,2024-04-07
12887,20313,2023-07-18
3835,21796,2023-12-11
12561,13137,2023-11-23
12514,14168,2024-05-09
1941,17301,2024-03-09
1573,17183,2023-12-07
10682,4972,2024-06-13
866,26910,2023-08-18
5620,19660,2023-12-23
8865,31404,2024-05-22
11188,33587,2023-09-03
13898,10361,2024-04-14
288,21425,2023-08-19
2102,32500,2023-07-04
1280,3066,2023-10-27
2489,3260,2024-06-04
11285,12301,2024-07-07
13767,33371,2023-12-11
10079,4296,2024-02-08
9397,27210,2024-06-22
4100,42752,2023-12-03
7524,36296,2024-03-18
2356,20928,2023-12-20
3831,34580,2023-07-23
12080,9033,2023-08-30
10223,27719,2024-06-20
6811,12878,2024-05-16
4970,40732,2023-11-11
12644,26667,2023-07-24
9016,41685,2024-04-18
4473,6767,2023-08-14
7910,22830,2023-12-26
13873,20222,2024-06-20
3546,25103,2024-06-22
12744,34434,2023-09-01
7711,15933,2023-07-29
12823,25715,2024-06-21
10427,39744,2024-06-29
9931,2553,2023-10-04
2895,14275,2024-03-22
13249,29251,2024-04-16
13830,2809,2023-08-24
8428,43859,2023-11-30
5505,15296,2024-02-04
1550,14670,2023-12-20
6987,10524,2023-10-04
5903,13770,2023-10-31
6891,25208,2023-07-12
4891,35225,2023-07-04
5188,25558,2024-06-26
10383,38192,2024-06-10
1420,14247,2023-09-05
5071,12847,2023-11-22
9500,37086,2023-09-03
1254,13471,2023-09-20
4745,13177,2023-10-13
12786,41882,2023-12-28
5082,13547,2024-06-04
4792,6806,2023-10-13
435,16789,2024-02-11
3923,29349,2024-07-05
2063,8081,2023-07-28
798,35887,2023-07-16
12700,23765,2024-04-02
5577,6631,2024-05-28
10716,33334,2024-04-23
6471,15702,2023-08-23
1895,14860,2024-04-13
5558,21184,2023-10-22
13955,40439,2023-08-07
5007,31750,2024-07-04
4743,31888,2024-02-15
950,42245,2023-12-13
10099,8777,2023-12-29
2961,15022,2024-01-21
11929,4328,2024-06-30
277,7615,2024-03-01
3207,1246,2024-06-23
5765,41012,2024-05-28
4587,10356,2024-05-04
5918,33306,2023-10-29
1612,29715,2024-03-15
5097,17199,2024-01-26
1451,1416,2024-05-05
10461,43799,2024-04-21
3724,1653,2024-01-10
3723,43626,2023-09-06
12383,20447,2023-10-22
11526,18741,2024-02-05
11978,3811,2024-02-05
8305,16570,2024-02-03
11690,34320,2024-02-22
12966,13585,2024-04-23
12838,26784,2023-10-02
11291,33530,2024-03-09
6227,12512,2024-06-21
9419,9472,2024-01-31
11626,6164,2024-03-14
6683,16066,2024-06-11
3406,17921,2024-02-25
6143,38970,2024-05-10
11659,19155,2024-01-30
6341,40168,2023-10-06
1082,20230,2023-07-16
3416,26998,2023-12-01
4710,21102,2023-07-16
13241,40392,2024-01-14
8460,10328,2023-10-16
13749,7188,2023-07-23
3836,29686,2023-08-11
3147,34949,2023-08-06
6669,34729,2024-05-23
821,37922,2023-12-12
3855,7036,2023-10-24
5901,11472,2023-11-27
1970,28461,2023-07-06
7088,21072,2023-08-01
4128,583,2023-11-22
5538,26190,2024-04-19
1084,15532,2024-04-18
3839,16673,2023-12-24
10973,40748,2023-12-24
8706,20244,2023-08-30
688,3061,2023-09-15
1869,13732,2023-09-24
10746,12295,2024-01-07
1030,20720,2023-07-07
13490,26326,2023-09-23
13519,22598,2024-03-18
3903,1904,2024-03-15
426,14552,2023-08-16
11736,27752,2024-06-05
8017,24279,2023-10-02
2797,25654,2024-02-09
12293,15142,2024-04-04
5984,2378,2023-07-03
5149,33616,2023-11-06
3963,27453,2024-05-18
4295,22726,2024-03-05
296,9525,2024-02-14
2592,11699,2024-05-22
1937,43340,2023-11-08
10153,21176,2024-02-13
10283,12315,2023-12-24
13672,2366,2024-05-18
9196,32018,2024-05-06
12592,32127,2023-07-31
4753,43373,2023-09-04
11476,37824,2024-01-22
7639,5623,2023-10-09
7813,30541,2024-05-15
13946,40552,2023-07-31
865,1950,2024-07-07
3250,42801,2024-01-07
10788,31913,2023-09-04
11001,32162,2024-04-28
13011,16509,2024-02-20
11872,43714,2024-04-03
1723,1920,2024-01-18
481,42596,2024-06-14
6126,9618,2024-02-10
11708,9733,2023-09-21
6534,33299,2023-08-15
6496,40618,2023-09-27
13487,6930,2024-01-02
4103,37118,2024-01-05
12380,14457,2024-03-02
12650,44064,2023-08-15
2561,21141,2024-03-13
2377,18186,2024-06-16
1951,37925,2023-08-30
8075,24241,2023-10-13
2093,21846,2024-06-01
5571,9229,2023-07-14
9523,21687,2024-04-26
4764,11921,2023-09-15
12431,7433,2024-02-15
9437,6190,2023-12-14
4413,28040,2023-09-04
7159,33911,2023-08-01
7541,30227,2023-10-04
1526,7615,2023-08-27
5719,21225,2023-10-12
7556,18014,2024-05-07
1914,21447,2023-11-11
10611,39674,2024-02-02
13844,37658,2023-09-05
1225,4840,2023-12-25
6658,36726,2024-07-08
2753,30204,2024-03-03
3595,558,2024-04-19
8661,30667,2024-02-20
2215,37390,2023-11-08
4115,33608,2023-10-20
10308,24579,2023-08-23
11992,9244,2024-04-15
13436,9597,2024-02-24
3354,6999,2024-02-25
11722,10130,2024-04-20
10176,511,2023-10-20
1918,11597,2023-09-26
1569,12975,2024-02-13
2337,1138,2024-04-29
13562,27898,2024-04-30
3338,4667,2024-04-15
7085,8907,2024-01-24
5255,21819,2024-06-20
3229,43247,2024-03-30
2165,2655,2023-09-08
454,33759,2024-07-04
10328,24205,2024-02-05
1236,34929,2024-02-16
1730,30553,2024-04-15
13786,10337,2024-05-02
4095,16207,2024-06-25
10230,34832,2024-06-13
13061,43564,2024-03-11
3456,18362,2023-11-19
6678,41336,2023-09-07
7930,8934,2023-09-27
11267,25817,2024-06-23
101,15620,2023-11-13
3362,37688,2023-11-20
6659,26944,2024-06-03
9878,26820,2024-01-03
5023,11742,2023-07-11
11551,8799,2023-11-25
2701,25144,2024-04-17
11506,32748,2024-06-02
6001,33652,2023-08-07
3368,21183,2024-06-09
7706,9416,2024-01-24
1008,11086,2024-01-26
2106,15009,2023-07-01
1537,22103,2024-06-24
5641,18453,2023-09-03
11341,8121,2023-07-01
13885,7821,2024-02-28
11833,18171,2024-05-11
12508,16260,2023-07-25
13199,22100,2024-06-11
11215,9650,2023-08-19
1924,30256,2024-06-12
8862,41038,2024-02-26
6563,11806,2023-08-01
13798,43148,2023-08-02
1024,8745,2024-01-16
12046,41242,2024-02-19
3794,32306,2023-07-26
9750,25858,2023-08-11
11562,10680,2023-08-30
13215,29830,2023-08-10
1149,10986,2023-11-07
5839,28288,2024-06-19
1995,12392,2024-06-18
9744,4862,2024-01-14
7075,34365,2024-04-12
7164,16864,2023-11-28
9686,31500,2024-01-20
3510,27795,2023-12-29
537,42924,2024-07-05
11937,7920,2024-01-23
6313,43103,2023-11-24
4747,20283,2024-01-20
8034,34841,2023-08-17
7928,42256,2024-03-14
9465,5625,2023-11-16
7692,33707,2023-12-19
4553,8177,2023-10-09
6686,33530,2024-01-03
9544,12942,2024-05-10
11921,1670,2024-04-19
10128,39897,2024-06-27
2404,20247,2023-07-21
6363,40077,2024-04-23
1005,20324,2023-07-10
4435,33895,2024-01-03
12924,6022,2023-11-10
4104,39206,2023-08-02
6723,39808,2023-09-07
2264,36904,2023-09-18
2267,8712,2024-01-07
5763,7905,2023-10-09
6408,35052,2024-04-10
8410,20943,2024-02-06
8131,24252,2023-08-22
11445,25059,2023-12-07
6884,35246,2023-08-11
880,3094,2023-08-16
6234,24919,2023-12-06
6439,7208,2023-12-31
2511,9395,2024-03-02
9083,26975,2023-07-11
12459,28173,2023-12-01
4249,32284,2024-02-05
5714,38996,2023-12-02
2031,13281,2024-06-03
10443,36304,2024-06-29
3902,27454,2024-04-08
7246,43351,2024-01-03
9588,2914,2023-08-31
12450,25766,2023-11-25
11427,2341,2023-11-21
3331,26180,2023-10-11
2447,27874,2024-04-25
2027,38058,2023-10-01
11008,598,2024-04-11
8651,29120,2023-10-27
5011,15026,2023-07-29
5593,7146,2023-07-30
10677,35671,2024-06-24
1041,41724,2024-06-30
13960,7695,2024-04-13
9664,4831,2023-11-15
1534,23931,2023-08-20
11467,23753,2024-04-17
7825,42603,2024-02-19
4952,10490,2023-08-24
435,32693,2024-04-17
11276,15769,2024-02-25
477,43133,2024-05-07
13386,2161,2023-08-05
9843,20134,2023-09-27
8586,35691,2024-01-28
233,22871,2024-05-13
453,24497,2024-06-29
5026,36573,2024-03-01
9809,2369,2023-09-25
3551,40862,2024-02-25
1722,36701,2024-05-15
9590,29204,2024-01-04
6721,11553,2023-08-26
5099,5609,2023-10-21
9421,22486,2024-02-08
10473,42061,2023-09-08
13378,9863,2024-02-12
6747,38300,2024-03-12
6511,10413,2023-12-27
3265,21355,2023-12-31
3930,6345,2024-01-07
8112,40656,2024-02-17
2246,17994,2024-04-01
9524,28683,2024-02-18
12022,28416,2023-08-23
7000,19324,2024-03-13
2929,17998,2023-09-28
12547,3680,2024-02-11
9285,29490,2024-03-03
2662,40309,2023-11-28
1402,9489,2023-10-21
8943,39843,2024-03-25
2755,3997,2023-12-04
10498,5696,2024-06-30
10196,30205,2024-06-11
3825,23383,2024-06-15
10333,14236,2024-04-24
6302,2367,2023-12-06
3257,27468,2024-05-25
1235,6765,2024-02-10
8553,25361,2023-07-14
10132,31924,2024-06-19
1803,30176,2023-10-17
3725,16293,2023-10-04
3306,1615,2024-01-11
10580,20940,2023-08-27
12019,18801,2024-06-16
12116,23247,2024-04-19
6633,31689,2023-12-01
9797,27963,2023-09-02
570,29765,2023-12-05
7779,32471,2024-03-21
9263,38502,2023-10-29
1302,3217,2024-04-13
13426,22073,2023-07-11
2055,28243,2024-01-30
652,37133,2023-12-09
13400,17862,2023-10-13
977,4961,2023-11-24
10481,18782,2023-12-29
4856,41070,2024-06-02
10954,31127,2023-08-06
5962,41610,2023-09-20
7058,22579,2023-07-12
13246,40499,2023-07-04
12964,17884,2023-08-12
7261,29783,2023-08-20
13077,16980,2024-03-17
8024,33747,2023-11-11
5442,731,2023-09-25
7364,57,2024-06-26
9897,31458,2023-08-25
11775,2244,2024-02-02
8220,1702,2024-06-30
13622,8304,2023-09-06
2549,15101,2024-06-16
4589,42162,2023-08-13
2041,948,2023-11-20
13097,20506,2024-06-10
13086,6554,2023-08-11
2903,33526,2023-11-16
6737,14867,2023-09-11
3920,30473,2024-03-23
3631,5652,2024-01-10
6163,7274,2023-12-02
3897,10034,2024-03-02
12464,3536,2024-05-09
4794,18678,2024-02-03
2065,17489,2024-03-09
5901,41622,2024-04-02
6237,909,2024-04-02
12109,4618,2023-09-10
2914,42817,2023-11-06
9189,30432,2024-06-22
459,23454,2024-01-02
4353,35080,2023-07-13
3214,16021,2024-05-24
10845,26563,2024-02-05
1958,24374,2023-07-06
210,30165,2024-02-24
7179,1886,2023-10-20
8111,1050,2024-02-13
2479,43272,2023-07-17
13263,1162,2023-09-11
4030,816,2023-07-12
13222,36535,2023-09-24
7837,27499,2023-12-27
5537,25038,2023-10-30
2585,36008,2024-01-20
7075,13943,2023-09-08
13419,27279,2023-10-16
9229,8273,2024-01-17
7756,33638,2023-08-21
1819,38295,2023-08-06
10621,7742,2023-10-25
8277,4695,2024-03-15
2862,30307,2024-03-20
1232,1935,2024-04-28
10814,21557,2023-09-02
4212,18908,2023-08-11
3515,6160,2023-08-12
5940,29159,2023-11-02
4873,20294,2024-03-26
4001,33933,2024-06-11
3732,33388,2024-02-18
3048,40751,2023-11-09
6024,3067,2023-07-02
10654,21257,2023-10-23
12508,41407,2023-07-01
371,35106,2024-05-26
2094,5595,2023-09-03
1322,2461,2023-11-02
6432,6821,2024-03-12
12039,36211,2024-05-17
3830,16192,2023-11-20
790,19096,2024-05-23
9596,10530,2024-03-02
4247,32176,2023-10-24
7996,17676,2024-04-28
7565,43159,2023-09-28
11521,5375,2024-04-21
12401,25977,2023-08-11
7632,13143,2023-08-04
10598,12205,2023-08-10
2936,7395,2024-06-05
4303,33594,2023-11-01
11846,41965,2023-08-26
11685,11653,2024-04-19
8828,33741,2024-02-20
10981,44037,2023-10-04
12961,444,2024-05-14
1183,23904,2024-06-07
3458,33523,2023-11-09
119,28181,2023-12-23
9859,21120,2023-08-21
6239,10364,2023-08-07
11245,43666,2024-06-07
5763,38165,2023-07-05
4331,31542,2024-01-29
10054,3466,2023-10-28
13030,2712,2024-05-21
8163,25199,2024-07-03
2330,22489,2024-01-25
7390,38516,2024-02-02
8487,23609,2023-07-24
11485,27899,2024-06-06
8543,1920,2024-01-21
3842,31172,2024-02-11
12929,20600,2024-02-03
10528,16966,2024-01-27
3270,14435,2023-07-26
11893,36650,2024-03-08
11623,2000,2023-07-03
4992,14850,2023-07-02
5132,10904,2023-09-30
7522,5446,2023-07-02
8700,35397,2023-11-27
2109,18041,2023-09-09
1476,247,2023-07-04
1193,31154,2023-08-07
3521,5213,2024-06-23
3750,3340,2023-09-08
8033,23143,2024-01-17
9196,19395,2024-05-03
282,35137,2024-03-08
12331,12187,2024-04-12
12043,34608,2024-04-17
10302,38974,2023-12-01
5504,4396,2023-11-10
2187,15291,2024-07-05
11931,22152,2023-09-12
2225,3692,2024-03-30
5337,7471,2024-03-27
8644,3842,2024-01-01
5742,37117,2024-06-17
5280,17777,2023-07-05
5871,6061,2024-04-18
10709,27585,2024-06-24
12544,4301,2023-09-24
8008,3339,2024-01-30
7642,5488,2023-07-15
7918,36283,2024-03-29
7450,29530,2023-08-20
6560,30263,2024-03-09
12832,11281,2023-08-14
1592,43076,2024-01-07
13419,28805,2023-10-30
10445,9916,2024-01-03
