uid,mid,rank
8028,41002,1
10457,16411,3
9457,39408,3
8997,11392,3
13047,16241,3
6170,34816,3
1653,1723,5
1746,21607,3
778,42240,3
9502,18967,2
7538,5493,4
1766,27493,3
7520,5910,4
13514,44056,4
10151,716,4
3902,16885,1
12789,8895,3
7032,42970,3
10610,9078,5
4212,6983,2
13502,15317,5
12113,2431,5
8826,9308,4
4418,39385,4
1494,42537,5
7899,14246,3
7082,32287,2
8376,15366,1
13545,4191,2
10457,7453,1
5186,30520,5
924,39396,5
3081,28115,5
6870,23075,5
12760,16561,2
10001,38939,4
2873,25237,4
4435,4756,4
8371,41867,2
10883,41814,3
8694,21775,4
5708,35819,5
2492,40681,4
8614,34078,3
10821,26769,4
850,146,5
12109,19959,4
5018,34627,3
3693,13584,1
5650,32720,2
11076,25619,5
8551,36590,1
771,29471,3
10993,5567,2
11712,22273,5
7451,23171,3
9447,42808,2
9778,34790,1
4693,31519,2
13751,16111,1
12492,22354,3
12241,894,2
9374,28725,1
13708,14317,2
8359,34149,3
578,41990,5
3874,6102,3
10307,38722,1
873,3476,4
6981,6714,2
1154,17985,4
12830,18618,5
7448,42258,5
11509,10624,4
6564,25041,2
3261,21638,2
8842,33068,3
8642,33332,2
4983,41983,2
1285,30860,3
10191,10229,3
8542,18803,4
3046,29908,4
5742,9120,4
13422,1043,5
5098,4189,5
9096,10234,1
1741,13128,2
1842,16912,1
1262,16279,1
12026,22189,4
546,4070,3
13481,7208,5
2160,41358,2
6427,7914,4
10438,1947,3
11075,1845,5
9176,18888,3
4439,22976,2
5170,19460,4
2315,13860,5
9073,27944,2
1993,7698,4
4598,31361,1
12446,31294,4
8105,26770,1
8054,39010,4
8001,13304,3
573,3978,5
11831,31228,5
6508,7792,1
4768,338,5
6995,34772,3
11715,27697,2
8988,7857,4
12031,9366,1
7034,26456,4
11680,2125,1
5086,6795,3
1541,31114,3
11688,28360,5
245,18044,4
9165,7200,4
11674,33356,4
5582,6224,4
4448,26903,5
2700,35307,1
8852,16199,5
12362,32637,1
10855,18758,4
2226,40778,1
7376,31127,2
9547,34102,4
12615,23550,5
3431,8158,5
3482,37482,1
736,20447,4
10590,33209,3
12429,14041,3
4646,40996,2
2041,36725,2
3840,30795,1
4909,13490,5
6185,18421,3
2772,34513,2
856,37547,3
10641,20111,1
3656,28434,4
12304,4445,5
9317,12812,4
7319,10473,2
3773,34612,2
2033,29036,5
7961,7084,1
3819,40958,3
5354,26045,1
3517,36980,5
364,861,3
9744,14345,3
6038,32266,1
4175,12973,1
11369,37477,1
12261,3399,2
10610,14706,2
10679,10608,5
13717,13019,1
1603,20495,4
3886,21466,1
928,10191,3
5430,6261,3
2270,42342,5
7555,43782,2
8628,25938,3
6816,20576,1
8282,4617,5
1090,33125,2
1788,2591,2
1786,42043,2
2999,39706,5
1539,24979,3
4647,26083,2
3193,27021,1
7450,18953,2
8378,37709,3
1848,5055,5
4987,5782,1
182,18026,3
5508,7421,3
8448,43043,5
5391,3347,1
4295,8528,2
13268,4165,1
6815,4853,4
6808,3184,3
9772,8033,4
13359,5162,5
6302,38370,1
3042,43276,2
6333,13157,4
8403,43172,5
2932,577,2
9058,24292,1
1850,41140,4
8258,27900,3
6234,14185,4
13035,12966,5
5879,26179,1
8160,42872,5
3627,17623,3
3908,12009,3
7179,8013,5
9944,41373,3
12379,33892,2
5276,35012,3
1224,9750,4
4596,23424,2
7035,1707,2
11930,41335,5
1570,15547,4
8829,38194,5
2900,1224,3
583,30918,1
1341,38830,5
2805,20746,1
4047,30797,1
529,38893,1
5279,18369,5
13318,31396,1
2893,7604,4
11799,34262,4
1720,18232,3
13536,15926,5
318,2027,4
3873,39280,2
7852,20108,4
13496,27280,5
12890,17001,4
5286,22159,2
2188,19561,5
7579,19955,3
2241,706,5
10757,20153,3
2414,8164,2
4929,31513,3
13123,21904,3
11501,30546,5
10870,41101,1
12622,35376,1
3012,18182,1
8866,2574,4
10086,20802,5
11234,33482,4
2518,1891,2
9965,18532,1
9204,26843,5
1901,36820,2
8846,25205,3
13735,42872,3
11838,26385,2
9293,10043,2
7005,6174,5
7027,17910,2
423,2658,2
5463,19590,2
6236,23917,4
1693,3852,1
7677,43778,1
5602,5935,4
5663,4660,3
12331,25906,5
4602,13938,4
10880,11534,4
10077,13969,3
2884,10377,3
4879,719,5
4090,306,4
9011,30712,2
13297,24571,5
2530,31392,5
1998,9897,1
5586,12858,5
1378,14921,3
1076,37132,4
543,7535,4
4810,33382,2
6329,877,5
1725,33129,2
161,27611,3
2185,26853,5
11802,31568,1
13355,14142,3
3442,9362,5
4196,40276,4
7362,1057,4
4926,27350,5
2359,35250,3
7072,40665,3
6106,11415,5
9758,7005,5
3852,25281,2
11986,10284,2
11135,20699,2
7146,22017,1
5591,17277,1
1066,16487,4
9394,21530,1
13461,13303,4
13213,40275,1
12514,29165,2
2252,33564,4
11654,13491,5
9096,27510,5
13155,21605,1
13191,29551,1
2555,20390,4
5340,34338,5
9087,9334,2
13498,13924,5
2126,42071,2
1007,5323,5
7725,39876,2
1845,7576,4
6482,28730,5
3523,22848,3
8643,21640,5
13507,40091,2
9910,37993,2
8046,13838,1
9882,34758,3
8815,2605,4
2907,43782,4
196,31281,5
11585,27468,1
3230,17565,3
5604,27463,3
2823,7632,5
8685,35642,4
3363,19079,3
2562,3960,1
9827,13895,1
10750,43946,3
7967,33448,3
842,27430,2
8022,22247,1
4884,534,3
9755,30088,4
8073,4486,4
11001,42669,1
1570,10048,1
12251,30422,4
5774,21800,3
1699,14933,2
11566,37816,5
8270,24004,2
13479,34605,1
6571,32603,2
9411,9963,1
8151,24611,5
13286,19729,4
8014,42741,5
6859,9522,2
1385,28881,3
2681,38892,3
13554,32575,2
7224,34899,2
6394,36509,5
9929,5308,1
6862,17882,3
11491,13583,1
10238,42420,2
12130,19189,5
7234,27291,5
6298,7872,1
122,33034,3
7200,21460,4
11741,21061,3
12575,20931,4
496,2028,4
12137,41850,3
5912,34748,2
10797,3985,1
5760,21406,3
10331,21897,4
12691,23660,1
12809,19172,3
6656,22737,1
8724,38657,2
2453,29653,1
501,32765,2
11276,32996,2
2279,10434,2
13040,23185,1
7846,9122,5
5918,10796,5
13340,42000,4
608,11325,4
13788,15924,1
12925,10873,3
7232,11359,3
10214,14860,3
3211,22235,5
6279,28107,5
2042,2243,1
402,34219,4
4977,2843,2
13931,14187,1
6468,31117,5
9681,20457,3
309,35841,1
2554,36475,2
3564,24792,5
3746,2879,2
4844,44030,3
11399,3,3
6978,14354,4
10920,13176,4
9299,30368,1
9991,37805,5
615,21498,2
10638,6259,4
880,8144,5
4192,13636,2
2252,3529,1
8229,24947,1
3032,24557,3
5236,21776,2
930,35748,3
12211,35193,1
4616,44087,1
2471,3460,4
11788,1149,3
4672,31037,2
3713,39399,3
3178,5931,3
13483,19692,3
9771,5589,4
9535,9317,2
10040,28235,3
4427,15330,3
9038,16549,5
2051,3861,2
1863,31756,3
9946,32909,3
7980,33784,3
8629,6293,2
11470,25552,1
1918,20811,5
